final_id,enroll_id,final_score,grade,at_risk,intervention
997,997,75.76,B,0,0
998,998,66.42,C,0,0
999,999,61.75,C,0,0
1000,1000,82.82,B,0,0
1001,1001,69.92,C,0,0
1002,1002,64.97,C,1,0
1003,1003,75.8,B,0,0
1004,1004,79.55,B,0,0
1005,1005,71.59,B,0,0
1006,1006,67.83,C,0,0
1007,1007,49.64,D,1,1
1008,1008,54.78,D,0,0
1009,1009,60.71,C,0,0
1010,1010,64.43,C,0,0
1011,1011,66.86,C,0,0
1012,1012,83.56,B,0,0
1013,1013,58.69,C,0,0
1014,1014,55.38,C,0,0
1015,1015,63.49,C,0,0
1016,1016,71.02,B,0,0
1017,1017,68.52,C,0,0
1018,1018,69.89,C,0,0
1019,1019,61.75,C,0,0
1020,1020,68.52,C,0,0
1021,1021,62.66,C,0,0
1022,1022,74.02,B,0,0
1023,1023,57.15,C,0,0
1024,1024,65.17,C,0,0
1025,1025,65.6,C,0,0
1026,1026,66.17,C,0,0
1027,1027,55.5,C,1,1
1028,1028,72.09,B,0,0
1029,1029,66.55,C,0,0
1030,1030,79.23,B,0,0
1031,1031,83.18,B,0,0
1032,1032,57.14,C,0,0
1033,1033,80.94,B,0,0
1034,1034,61.26,C,0,0
1035,1035,68.64,C,0,0
1036,1036,65.95,C,0,0
1037,1037,78.62,B,0,0
1038,1038,68.67,C,0,0
1039,1039,72.23,B,0,0
1040,1040,73.02,B,0,0
1041,1041,70.28,B,1,0
1042,1042,68.71,C,0,0
1043,1043,76.87,B,0,0
1044,1044,74.71,B,0,0
1045,1045,67.14,C,0,0
1046,1046,73.12,B,0,0
1047,1047,64.73,C,1,0
1048,1048,66.06,C,0,0
1049,1049,67.43,C,0,0
1050,1050,65.55,C,0,0
1051,1051,68.0,C,0,0
1052,1052,70.68,B,0,0
1053,1053,69.05,C,0,0
1054,1054,43.86,D,0,0
1055,1055,72.86,B,0,0
1056,1056,70.49,B,0,0
1057,1057,69.32,C,0,0
1058,1058,79.37,B,0,0
1059,1059,81.59,B,0,0
1060,1060,64.91,C,0,0
1061,1061,56.65,C,0,0
1062,1062,81.66,B,0,0
1063,1063,64.1,C,0,0
1064,1064,64.32,C,0,0
1065,1065,62.24,C,0,0
1066,1066,71.69,B,0,0
1067,1067,69.87,C,0,0
1068,1068,76.37,B,0,0
1069,1069,67.49,C,0,0
1070,1070,96.38,A,0,0
1071,1071,79.8,B,0,0
1072,1072,85.9,A,0,0
1073,1073,92.19,A,0,0
1074,1074,71.47,B,0,0
1075,1075,69.15,C,0,0
1076,1076,88.04,A,0,0
1077,1077,78.85,B,0,0
1078,1078,75.24,B,0,0
1079,1079,73.21,B,0,0
1080,1080,88.52,A,0,0
1081,1081,83.58,B,0,0
1082,1082,78.46,B,1,1
1083,1083,85.97,A,0,0
1084,1084,69.21,C,0,0
1085,1085,70.01,B,0,0
1086,1086,64.45,C,0,0
1087,1087,81.81,B,0,0
1088,1088,75.5,B,0,0
1089,1089,84.72,B,0,0
1090,1090,66.24,C,0,0
1091,1091,74.87,B,0,0
1092,1092,60.8,C,0,0
1093,1093,67.64,C,0,0
1094,1094,73.78,B,0,0
1095,1095,71.62,B,0,0
1096,1096,72.92,B,0,0
1097,1097,62.39,C,0,0
1098,1098,72.18,B,0,0
1099,1099,58.8,C,0,0
1100,1100,73.18,B,0,0
1101,1101,70.3,B,0,0
1102,1102,79.76,B,0,0
1103,1103,71.85,B,0,0
1104,1104,54.5,D,0,0
1105,1105,76.29,B,0,0
1106,1106,47.16,D,1,0
1107,1107,63.12,C,0,0
1108,1108,69.67,C,0,0
1109,1109,70.41,B,0,0
1110,1110,58.7,C,0,0
1111,1111,75.26,B,0,0
1112,1112,66.77,C,0,0
1113,1113,79.46,B,0,0
1114,1114,67.07,C,0,0
1115,1115,60.86,C,0,0
1116,1116,77.41,B,0,0
1117,1117,73.11,B,0,0
1118,1118,81.68,B,0,0
1119,1119,69.96,C,0,0
1120,1120,59.68,C,0,0
1121,1121,64.31,C,0,0
1122,1122,65.38,C,0,0
1123,1123,62.13,C,0,0
1124,1124,80.44,B,0,0
1125,1125,90.35,A,0,0
1126,1126,84.68,B,0,0
1127,1127,79.97,B,0,0
1128,1128,47.37,D,1,0
1129,1129,51.53,D,0,0
1130,1130,60.66,C,0,0
1131,1131,61.62,C,0,0
1132,1132,58.13,C,0,0
1133,1133,66.76,C,0,0
1134,1134,84.55,B,0,0
1135,1135,76.98,B,0,0
1136,1136,72.44,B,0,0
1137,1137,73.91,B,0,0
1138,1138,82.96,B,0,0
1139,1139,87.3,A,0,0
1140,1140,69.32,C,0,0
1141,1141,58.14,C,0,0
1142,1142,56.03,C,0,0
1143,1143,61.26,C,0,0
1144,1144,59.85,C,1,0
1145,1145,61.15,C,0,0
1146,1146,78.52,B,0,0
1147,1147,80.15,B,0,0
1148,1148,69.96,C,0,0
1149,1149,63.11,C,0,0
1150,1150,66.87,C,0,0
1151,1151,64.77,C,0,0
1152,1152,75.42,B,0,0
1153,1153,69.11,C,0,0
1154,1154,65.34,C,0,0
1155,1155,70.97,B,0,0
1156,1156,64.99,C,0,0
1157,1157,71.08,B,0,0
1158,1158,63.74,C,0,0
1159,1159,67.73,C,0,0
1160,1160,63.81,C,0,0
1161,1161,72.32,B,0,0
1162,1162,58.87,C,0,0
1163,1163,58.5,C,0,0
1164,1164,56.72,C,0,0
1165,1165,67.21,C,0,0
1166,1166,62.4,C,0,0
1167,1167,61.84,C,0,0
1168,1168,45.07,D,1,0
1169,1169,59.71,C,0,0
1170,1170,64.83,C,0,0
1171,1171,57.57,C,0,0
1172,1172,70.72,B,0,0
1173,1173,68.37,C,0,0
1174,1174,55.82,C,0,0
1175,1175,72.42,B,0,0
1176,1176,84.89,B,0,0
1177,1177,63.41,C,0,0
1178,1178,61.83,C,0,0
1179,1179,66.04,C,0,0
1180,1180,55.0,C,0,0
1181,1181,61.59,C,0,0
1182,1182,76.93,B,0,0
1183,1183,65.76,C,0,0
1184,1184,54.5,D,1,1
1185,1185,71.66,B,0,0
1186,1186,81.22,B,0,0
1187,1187,59.47,C,0,0
1188,1188,63.6,C,0,0
1189,1189,67.22,C,0,0
1190,1190,73.03,B,0,0
1191,1191,60.92,C,0,0
1192,1192,62.36,C,0,0
1193,1193,57.7,C,0,0
1194,1194,45.67,D,1,1
1195,1195,64.32,C,0,0
1196,1196,75.06,B,0,0
1197,1197,70.78,B,0,0
1198,1198,83.75,B,0,0
1199,1199,74.9,B,0,0
1200,1200,79.7,B,0,0
1201,1201,79.43,B,0,0
1202,1202,80.41,B,0,0
1203,1203,77.82,B,0,0
1204,1204,77.22,B,0,0
1205,1205,69.4,C,0,0
1206,1206,75.68,B,0,0
1207,1207,60.53,C,0,0
1208,1208,55.2,C,0,0
1209,1209,44.41,D,1,0
1210,1210,61.97,C,0,0
1211,1211,59.0,C,0,0
1212,1212,47.48,D,1,0
1213,1213,57.74,C,0,0
1214,1214,64.84,C,0,0
1215,1215,60.31,C,0,0
1216,1216,82.19,B,0,0
1217,1217,72.76,B,0,0
1218,1218,74.53,B,0,0
1219,1219,77.65,B,0,0
1220,1220,60.65,C,1,0
1221,1221,71.91,B,0,0
1222,1222,53.36,D,0,0
1223,1223,66.74,C,0,0
1224,1224,69.58,C,1,1
1225,1225,67.16,C,0,0
1226,1226,84.31,B,0,0
1227,1227,70.42,B,0,0
1228,1228,84.63,B,0,0
1229,1229,87.9,A,0,0
1230,1230,69.77,C,0,0
1231,1231,66.77,C,0,0
1232,1232,57.57,C,1,0
1233,1233,69.96,C,0,0
1234,1234,73.64,B,0,0
1235,1235,71.28,B,0,0
1236,1236,61.34,C,0,0
1237,1237,77.02,B,0,0
1238,1238,74.28,B,0,0
1239,1239,80.91,B,0,0
1240,1240,70.12,B,0,0
1241,1241,80.64,B,0,0
1242,1242,60.85,C,0,0
1243,1243,80.53,B,0,0
1244,1244,75.73,B,0,0
1245,1245,79.86,B,0,0
1246,1246,84.86,B,0,0
1247,1247,72.7,B,0,0
1248,1248,63.06,C,0,0
1249,1249,72.3,B,0,0
1250,1250,81.71,B,0,0
1251,1251,47.01,D,1,0
1252,1252,48.74,D,1,1
1253,1253,64.12,C,0,0
1254,1254,48.49,D,1,1
1255,1255,66.41,C,0,0
1256,1256,63.78,C,0,0
1257,1257,59.07,C,0,0
1258,1258,61.96,C,0,0
1259,1259,69.29,C,0,0
1260,1260,69.9,C,0,0
1261,1261,78.34,B,0,0
1262,1262,58.0,C,0,0
1263,1263,64.84,C,0,0
1264,1264,60.82,C,0,0
1265,1265,55.67,C,0,0
1266,1266,54.21,D,0,0
1267,1267,67.01,C,0,0
1268,1268,66.92,C,0,0
1269,1269,59.77,C,1,1
1270,1270,72.62,B,0,0
1271,1271,66.26,C,0,0
1272,1272,74.86,B,0,0
1273,1273,77.75,B,0,0
1274,1274,77.04,B,0,0
1275,1275,78.3,B,0,0
1276,1276,85.14,A,0,0
1277,1277,82.15,B,0,0
1278,1278,67.52,C,0,0
1279,1279,78.88,B,0,0
1280,1280,73.24,B,0,0
1281,1281,67.86,C,0,0
1282,1282,81.46,B,0,0
1283,1283,60.42,C,0,0
1284,1284,66.53,C,0,0
1285,1285,48.9,D,1,0
1286,1286,63.18,C,1,1
1287,1287,66.47,C,1,1
1288,1288,74.44,B,0,0
1289,1289,88.18,A,0,0
1290,1290,67.44,C,0,0
1291,1291,86.16,A,0,0
1292,1292,82.31,B,0,0
1293,1293,71.51,B,0,0
1294,1294,80.01,B,0,0
1295,1295,68.95,C,0,0
1296,1296,79.58,B,0,0
1297,1297,70.13,B,0,0
1298,1298,68.41,C,0,0
1299,1299,81.11,B,0,0
1300,1300,79.59,B,0,0
1301,1301,56.88,C,0,0
1302,1302,49.04,D,1,0
1303,1303,63.06,C,0,0
1304,1304,56.4,C,0,0
1305,1305,60.02,C,0,0
1306,1306,59.72,C,0,0
1307,1307,66.96,C,0,0
1308,1308,57.27,C,0,0
1309,1309,63.76,C,0,0
1310,1310,68.05,C,0,0
1311,1311,77.48,B,0,0
1312,1312,84.87,B,0,0
1313,1313,74.59,B,0,0
1314,1314,89.71,A,0,0
1315,1315,72.28,B,0,0
1316,1316,61.75,C,0,0
1317,1317,61.96,C,1,0
1318,1318,65.79,C,0,0
1319,1319,62.77,C,0,0
1320,1320,55.16,C,0,0
1321,1321,69.1,C,0,0
1322,1322,79.65,B,0,0
1323,1323,61.13,C,0,0
1324,1324,75.14,B,1,0
1325,1325,68.35,C,0,0
1326,1326,73.2,B,0,0
1327,1327,76.83,B,1,0
1328,1328,83.65,B,0,0
1329,1329,82.68,B,0,0
1330,1330,87.95,A,0,0
1331,1331,80.43,B,0,0
1332,1332,73.45,B,0,0
1333,1333,60.68,C,0,0
1334,1334,56.86,C,0,0
1335,1335,70.87,B,0,0
1336,1336,83.16,B,0,0
1337,1337,79.97,B,0,0
1338,1338,63.09,C,0,0
1339,1339,65.42,C,0,0
1340,1340,53.69,D,0,0
1341,1341,57.43,C,0,0
1342,1342,65.38,C,0,0
1343,1343,44.66,D,1,1
1344,1344,57.01,C,1,1
1345,1345,56.27,C,0,0
1346,1346,67.45,C,0,0
1347,1347,70.41,B,0,0
1348,1348,55.82,C,0,0
1349,1349,66.69,C,0,0
1350,1350,66.27,C,0,0
1351,1351,65.25,C,0,0
1352,1352,52.86,D,0,0
1353,1353,85.68,A,0,0
1354,1354,57.6,C,0,0
1355,1355,62.26,C,0,0
1356,1356,65.46,C,0,0
1357,1357,57.77,C,0,0
1358,1358,60.61,C,1,0
1359,1359,87.14,A,0,0
1360,1360,73.45,B,0,0
1361,1361,75.29,B,0,0
1362,1362,56.46,C,0,0
1363,1363,54.29,D,0,0
1364,1364,62.6,C,0,0
1365,1365,52.33,D,0,0
1366,1366,50.74,D,0,0
1367,1367,65.35,C,1,1
1368,1368,55.61,C,1,1
1369,1369,65.79,C,0,0
1370,1370,60.07,C,0,0
1371,1371,64.64,C,0,0
1372,1372,72.99,B,0,0
1373,1373,72.17,B,0,0
1374,1374,71.05,B,0,0
1375,1375,64.28,C,0,0
1376,1376,80.38,B,0,0
1377,1377,66.21,C,0,0
1378,1378,82.07,B,0,0
1379,1379,80.93,B,0,0
1380,1380,75.41,B,0,0
1381,1381,80.6,B,0,0
1382,1382,83.72,B,0,0
1383,1383,74.46,B,0,0
1384,1384,55.17,C,0,0
1385,1385,60.86,C,0,0
1386,1386,60.57,C,0,0
1387,1387,46.51,D,1,1
1388,1388,53.4,D,0,0
1389,1389,62.05,C,0,0
1390,1390,64.63,C,0,0
1391,1391,74.35,B,0,0
1392,1392,64.87,C,0,0
1393,1393,73.04,B,0,0
1394,1394,70.75,B,0,0
1395,1395,67.12,C,0,0
1396,1396,79.91,B,0,0
1397,1397,60.78,C,0,0
1398,1398,57.92,C,0,0
1399,1399,63.95,C,0,0
1400,1400,68.25,C,0,0
1401,1401,48.43,D,1,1
1402,1402,78.77,B,0,0
1403,1403,64.49,C,0,0
1404,1404,73.59,B,0,0
1405,1405,65.85,C,0,0
1406,1406,72.7,B,0,0
1407,1407,61.9,C,0,0
1408,1408,65.95,C,0,0
1409,1409,73.72,B,0,0
1410,1410,64.08,C,0,0
1411,1411,94.68,A,0,0
1412,1412,63.21,C,0,0
1413,1413,63.4,C,0,0
1414,1414,62.75,C,0,0
1415,1415,76.91,B,0,0
1416,1416,59.96,C,0,0
1417,1417,54.46,D,0,0
1418,1418,59.2,C,0,0
1419,1419,77.13,B,0,0
1420,1420,67.47,C,0,0
1421,1421,62.66,C,0,0
1422,1422,74.37,B,0,0
1423,1423,76.31,B,0,0
1424,1424,67.24,C,0,0
1425,1425,85.06,A,0,0
1426,1426,61.23,C,0,0
1427,1427,66.18,C,0,0
1428,1428,63.94,C,0,0
1429,1429,66.28,C,0,0
1430,1430,74.82,B,0,0
1431,1431,68.63,C,0,0
1432,1432,57.34,C,0,0
1433,1433,70.83,B,0,0
1434,1434,68.09,C,0,0
1435,1435,77.32,B,0,0
1436,1436,80.87,B,0,0
1437,1437,76.96,B,0,0
1438,1438,83.02,B,0,0
1439,1439,58.27,C,1,0
1440,1440,76.5,B,0,0
1441,1441,81.76,B,0,0
1442,1442,68.29,C,0,0
1443,1443,91.94,A,0,0
1444,1444,69.96,C,0,0
1445,1445,75.36,B,0,0
1446,1446,55.99,C,0,0
1447,1447,70.05,B,0,0
1448,1448,49.38,D,1,1
1449,1449,70.5,B,0,0
1450,1450,74.14,B,0,0
1451,1451,78.29,B,0,0
1452,1452,85.25,A,0,0
1453,1453,82.4,B,0,0
1454,1454,55.14,C,0,0
1455,1455,38.12,F,1,1
1456,1456,61.34,C,0,0
1457,1457,53.29,D,0,0
1458,1458,47.23,D,1,0
1459,1459,57.11,C,0,0
1460,1460,54.59,D,0,0
1461,1461,73.15,B,0,0
1462,1462,62.22,C,0,0
1463,1463,66.1,C,0,0
1464,1464,67.31,C,0,0
1465,1465,58.05,C,1,0
1466,1466,58.09,C,0,0
1467,1467,85.96,A,0,0
1468,1468,85.6,A,0,0
1469,1469,68.59,C,0,0
1470,1470,74.44,B,0,0
1471,1471,82.8,B,0,0
1472,1472,68.73,C,0,0
1473,1473,68.5,C,0,0
1474,1474,59.58,C,0,0
1475,1475,70.23,B,0,0
1476,1476,67.28,C,0,0
1477,1477,59.51,C,0,0
1478,1478,76.85,B,0,0
1479,1479,67.31,C,0,0
1480,1480,69.73,C,0,0
1481,1481,59.78,C,0,0
1482,1482,84.45,B,0,0
1483,1483,59.77,C,0,0
1484,1484,89.68,A,0,0
1485,1485,79.19,B,0,0
1486,1486,74.16,B,0,0
1487,1487,68.7,C,0,0
1488,1488,73.26,B,0,0
1489,1489,63.12,C,0,0
1490,1490,78.06,B,0,0
1491,1491,73.67,B,0,0
1492,1492,79.3,B,0,0
1493,1493,56.48,C,0,0
1494,1494,68.56,C,0,0
1495,1495,64.18,C,0,0
1496,1496,73.25,B,0,0
1497,1497,75.99,B,0,0
1498,1498,65.37,C,0,0
1499,1499,81.26,B,0,0
1500,1500,66.33,C,0,0
1501,1501,69.86,C,0,0
1502,1502,79.32,B,0,0
1503,1503,66.45,C,0,0
1504,1504,75.18,B,0,0
1505,1505,49.92,D,0,0
1506,1506,59.15,C,0,0
1507,1507,66.38,C,0,0
1508,1508,62.15,C,0,0
1509,1509,78.08,B,0,0
1510,1510,83.74,B,0,0
1511,1511,69.45,C,0,0
1512,1512,66.71,C,0,0
1513,1513,62.54,C,0,0
1514,1514,85.72,A,0,0
1515,1515,67.07,C,0,0
1516,1516,81.43,B,0,0
1517,1517,86.02,A,0,0
1518,1518,75.28,B,0,0
1519,1519,83.06,B,0,0
1520,1520,71.6,B,0,0
1521,1521,81.88,B,0,0
1522,1522,66.64,C,0,0
1523,1523,72.24,B,0,0
1524,1524,73.71,B,0,0
1525,1525,70.81,B,0,0
1526,1526,75.68,B,0,0
1527,1527,74.82,B,0,0
1528,1528,85.35,A,0,0
1529,1529,59.36,C,0,0
1530,1530,63.16,C,0,0
1531,1531,69.69,C,0,0
1532,1532,71.22,B,0,0
1533,1533,53.37,D,0,0
1534,1534,60.55,C,0,0
1535,1535,74.9,B,0,0
1536,1536,72.0,B,0,0
1537,1537,62.79,C,0,0
1538,1538,75.4,B,0,0
1539,1539,57.5,C,0,0
1540,1540,74.27,B,0,0
1541,1541,56.2,C,0,0
1542,1542,82.64,B,0,0
1543,1543,71.67,B,0,0
1544,1544,64.02,C,0,0
1545,1545,72.76,B,0,0
1546,1546,77.91,B,0,0
1547,1547,70.29,B,0,0
1548,1548,72.37,B,0,0
1549,1549,65.34,C,0,0
1550,1550,80.12,B,0,0
1551,1551,59.22,C,0,0
1552,1552,57.61,C,0,0
1553,1553,72.41,B,0,0
1554,1554,71.12,B,0,0
1555,1555,72.52,B,0,0
1556,1556,68.14,C,0,0
1557,1557,79.18,B,0,0
1558,1558,74.9,B,0,0
1559,1559,69.01,C,0,0
1560,1560,75.5,B,0,0
1561,1561,92.42,A,0,0
1562,1562,75.33,B,0,0
1563,1563,67.44,C,0,0
1564,1564,77.3,B,0,0
1565,1565,74.0,B,0,0
1566,1566,67.35,C,0,0
1567,1567,63.79,C,0,0
1568,1568,71.03,B,0,0
1569,1569,66.91,C,0,0
1570,1570,82.57,B,0,0
1571,1571,66.3,C,0,0
1572,1572,67.29,C,0,0
1573,1573,64.22,C,0,0
1574,1574,69.43,C,0,0
1575,1575,64.93,C,0,0
1576,1576,62.11,C,0,0
1577,1577,64.6,C,0,0
1578,1578,74.13,B,0,0
1579,1579,58.57,C,0,0
1580,1580,80.06,B,0,0
1581,1581,63.2,C,0,0
1582,1582,70.2,B,0,0
1583,1583,73.57,B,0,0
1584,1584,59.89,C,0,0
1585,1585,82.79,B,0,0
1586,1586,71.94,B,0,0
1587,1587,65.95,C,0,0
1588,1588,80.45,B,0,0
1589,1589,80.23,B,0,0
1590,1590,67.63,C,0,0
1591,1591,93.06,A,0,0
1592,1592,71.39,B,0,0
1593,1593,67.23,C,0,0
1594,1594,62.58,C,0,0
1595,1595,78.12,B,0,0
1596,1596,86.35,A,0,0
1597,1597,71.5,B,0,0
1598,1598,80.14,B,0,0
1599,1599,79.45,B,0,0
1600,1600,84.91,B,0,0
1601,1601,75.18,B,0,0
1602,1602,65.25,C,0,0
1603,1603,82.03,B,0,0
1604,1604,57.4,C,0,0
1605,1605,66.92,C,0,0
1606,1606,74.77,B,0,0
1607,1607,72.93,B,0,0
1608,1608,70.7,B,0,0
1609,1609,79.14,B,0,0
1610,1610,67.32,C,0,0
1611,1611,56.14,C,0,0
1612,1612,72.74,B,0,0
1613,1613,73.54,B,0,0
1614,1614,58.25,C,0,0
1615,1615,71.89,B,0,0
1616,1616,67.47,C,0,0
1617,1617,70.9,B,0,0
1618,1618,62.69,C,1,0
1619,1619,67.31,C,0,0
1620,1620,77.83,B,0,0
1621,1621,96.27,A,0,0
1622,1622,69.02,C,0,0
1623,1623,52.2,D,0,0
1624,1624,65.62,C,0,0
1625,1625,52.87,D,1,0
1626,1626,72.3,B,0,0
1627,1627,67.07,C,0,0
1628,1628,68.89,C,0,0
1629,1629,80.44,B,0,0
1630,1630,67.4,C,0,0
1631,1631,82.91,B,0,0
1632,1632,62.83,C,0,0
1633,1633,76.15,B,0,0
1634,1634,63.02,C,0,0
1635,1635,79.57,B,0,0
1636,1636,67.67,C,0,0
1637,1637,75.63,B,0,0
1638,1638,65.63,C,0,0
1639,1639,67.77,C,0,0
1640,1640,45.29,D,1,1
1641,1641,63.84,C,0,0
1642,1642,74.31,B,0,0
1643,1643,63.12,C,0,0
1644,1644,83.09,B,0,0
1645,1645,83.63,B,0,0
1646,1646,68.16,C,0,0
1647,1647,81.45,B,0,0
1648,1648,86.68,A,0,0
1649,1649,59.14,C,0,0
1650,1650,64.16,C,0,0
1651,1651,56.63,C,1,1
1652,1652,65.82,C,0,0
1653,1653,66.5,C,0,0
1654,1654,60.05,C,0,0
1655,1655,58.7,C,0,0
1656,1656,68.91,C,0,0
1657,1657,68.62,C,0,0
1658,1658,57.79,C,0,0
1659,1659,68.73,C,0,0
1660,1660,67.66,C,0,0
1661,1661,62.65,C,0,0
1662,1662,83.5,B,0,0
1663,1663,75.7,B,0,0
1664,1664,68.45,C,0,0
1665,1665,77.54,B,0,0
1666,1666,73.28,B,0,0
1667,1667,55.51,C,0,0
1668,1668,66.3,C,0,0
1669,1669,64.34,C,0,0
1670,1670,73.84,B,0,0
1671,1671,71.19,B,0,0
1672,1672,72.38,B,0,0
1673,1673,82.81,B,0,0
1674,1674,60.14,C,0,0
1675,1675,74.27,B,0,0
1676,1676,71.57,B,0,0
1677,1677,70.9,B,0,0
1678,1678,72.16,B,0,0
1679,1679,61.48,C,0,0
1680,1680,63.2,C,1,0
1681,1681,72.36,B,0,0
1682,1682,73.48,B,0,0
1683,1683,87.02,A,0,0
1684,1684,62.69,C,0,0
1685,1685,56.69,C,0,0
1686,1686,50.29,D,0,0
1687,1687,72.31,B,0,0
1688,1688,73.34,B,0,0
1689,1689,65.73,C,0,0
1690,1690,70.45,B,0,0
1691,1691,74.84,B,0,0
1692,1692,66.14,C,0,0
1693,1693,68.14,C,0,0
1694,1694,58.21,C,1,1
1695,1695,63.5,C,0,0
1696,1696,61.33,C,0,0
1697,1697,66.65,C,0,0
1698,1698,53.21,D,0,0
1699,1699,76.8,B,0,0
1700,1700,74.15,B,0,0
1701,1701,79.54,B,0,0
1702,1702,74.48,B,0,0
1703,1703,75.16,B,0,0
1704,1704,73.97,B,0,0
1705,1705,53.42,D,1,0
1706,1706,48.65,D,0,0
1707,1707,70.69,B,0,0
1708,1708,77.26,B,0,0
1709,1709,66.09,C,0,0
1710,1710,74.63,B,0,0
1711,1711,75.68,B,0,0
1712,1712,62.84,C,0,0
1713,1713,73.58,B,0,0
1714,1714,65.24,C,0,0
1715,1715,70.22,B,0,0
1716,1716,71.72,B,0,0
1717,1717,73.25,B,0,0
1718,1718,63.06,C,0,0
1719,1719,63.88,C,0,0
1720,1720,63.48,C,0,0
1721,1721,70.81,B,0,0
1722,1722,72.44,B,0,0
1723,1723,60.44,C,0,0
1724,1724,76.32,B,0,0
1725,1725,73.11,B,0,0
1726,1726,74.17,B,0,0
1727,1727,63.99,C,0,0
1728,1728,73.03,B,0,0
1729,1729,58.84,C,0,0
1730,1730,54.83,D,0,0
1731,1731,57.28,C,0,0
1732,1732,68.59,C,0,0
1733,1733,65.79,C,0,0
1734,1734,60.92,C,0,0
1735,1735,63.2,C,0,0
1736,1736,71.24,B,0,0
1737,1737,66.11,C,0,0
1738,1738,82.23,B,0,0
1739,1739,67.66,C,0,0
1740,1740,62.53,C,0,0
1741,1741,68.26,C,0,0
1742,1742,69.22,C,0,0
1743,1743,89.14,A,0,0
1744,1744,67.78,C,0,0
1745,1745,70.22,B,0,0
1746,1746,64.81,C,0,0
1747,1747,84.47,B,0,0
1748,1748,69.1,C,0,0
1749,1749,73.43,B,0,0
1750,1750,80.55,B,0,0
1751,1751,68.48,C,0,0
1752,1752,52.17,D,1,1
1753,1753,70.16,B,0,0
1754,1754,72.57,B,0,0
1755,1755,71.47,B,0,0
1756,1756,56.74,C,0,0
1757,1757,57.74,C,0,0
1758,1758,79.77,B,0,0
1759,1759,64.36,C,0,0
1760,1760,73.56,B,0,0
1761,1761,59.84,C,0,0
1762,1762,61.78,C,0,0
1763,1763,63.66,C,0,0
1764,1764,63.24,C,0,0
1765,1765,72.26,B,0,0
1766,1766,75.96,B,0,0
1767,1767,68.55,C,1,1
1768,1768,65.75,C,0,0
1769,1769,59.95,C,0,0
1770,1770,68.99,C,0,0
1771,1771,54.99,D,0,0
1772,1772,68.58,C,0,0
1773,1773,47.36,D,1,0
1774,1774,63.17,C,0,0
1775,1775,60.18,C,0,0
1776,1776,55.82,C,0,0
1777,1777,74.79,B,0,0
1778,1778,62.26,C,0,0
1779,1779,65.53,C,0,0
1780,1780,56.29,C,0,0
1781,1781,48.08,D,1,1
1782,1782,63.38,C,0,0
1783,1783,71.96,B,0,0
1784,1784,65.07,C,0,0
1785,1785,73.14,B,0,0
1786,1786,57.62,C,0,0
1787,1787,64.04,C,0,0
1788,1788,70.71,B,0,0
1789,1789,70.58,B,0,0
1790,1790,76.07,B,0,0
1791,1791,87.39,A,0,0
1792,1792,90.32,A,0,0
1793,1793,68.31,C,0,0
1794,1794,75.73,B,0,0
1795,1795,68.3,C,0,0
1796,1796,84.04,B,0,0
1797,1797,71.23,B,0,0
1798,1798,83.53,B,0,0
1799,1799,65.18,C,0,0
1800,1800,77.5,B,0,0
1801,1801,73.22,B,0,0
1802,1802,62.3,C,1,0
1803,1803,63.93,C,0,0
1804,1804,59.34,C,0,0
1805,1805,64.43,C,0,0
1806,1806,80.33,B,0,0
1807,1807,73.3,B,0,0
1808,1808,76.46,B,0,0
1809,1809,70.91,B,0,0
1810,1810,74.66,B,0,0
1811,1811,73.29,B,0,0
1812,1812,63.31,C,0,0
1813,1813,76.64,B,0,0
1814,1814,51.28,D,0,0
1815,1815,64.32,C,0,0
1816,1816,67.75,C,0,0
1817,1817,63.14,C,0,0
1818,1818,62.23,C,0,0
1819,1819,60.66,C,0,0
1820,1820,65.0,C,0,0
1821,1821,71.03,B,0,0
1822,1822,59.75,C,0,0
1823,1823,85.06,A,0,0
1824,1824,79.32,B,0,0
1825,1825,65.68,C,1,1
1826,1826,73.72,B,0,0
1827,1827,69.3,C,0,0
1828,1828,55.66,C,0,0
1829,1829,58.25,C,0,0
1830,1830,53.18,D,0,0
1831,1831,69.54,C,1,1
1832,1832,71.96,B,0,0
1833,1833,96.37,A,0,0
1834,1834,68.69,C,0,0
1835,1835,73.86,B,0,0
1836,1836,77.26,B,0,0
1837,1837,76.98,B,0,0
1838,1838,75.11,B,0,0
1839,1839,79.75,B,0,0
1840,1840,70.78,B,0,0
1841,1841,85.28,A,0,0
1842,1842,74.87,B,0,0
1843,1843,70.66,B,0,0
1844,1844,60.18,C,1,0
1845,1845,70.29,B,0,0
1846,1846,69.12,C,0,0
1847,1847,60.78,C,0,0
1848,1848,65.94,C,0,0
1849,1849,77.26,B,0,0
1850,1850,59.32,C,0,0
1851,1851,62.61,C,0,0
1852,1852,79.85,B,0,0
1853,1853,50.67,D,0,0
1854,1854,65.11,C,0,0
1855,1855,84.09,B,0,0
1856,1856,73.19,B,0,0
1857,1857,70.81,B,0,0
1858,1858,75.62,B,0,0
1859,1859,66.9,C,0,0
1860,1860,71.79,B,0,0
1861,1861,77.14,B,0,0
1862,1862,54.52,D,0,0
1863,1863,67.25,C,0,0
1864,1864,55.95,C,1,0
1865,1865,65.23,C,0,0
1866,1866,79.7,B,0,0
1867,1867,81.92,B,0,0
1868,1868,67.14,C,0,0
1869,1869,58.35,C,0,0
