enroll_id,student_id,course_id,semester
1248,244,2,2025-1
1249,244,7,2024-2
1250,244,1,2025-1
1251,245,7,2024-2
1252,245,5,2024-2
1253,245,6,2024-2
1254,245,2,2024-2
1255,245,3,2024-1
1256,246,7,2024-2
1257,246,5,2025-1
1258,246,6,2025-1
1259,246,8,2024-2
1260,247,4,2024-2
1261,247,2,2025-1
1262,247,7,2024-1
1263,247,5,2025-1
1264,247,3,2025-1
1265,247,8,2024-1
1266,248,6,2025-1
1267,248,8,2025-1
1268,248,1,2025-1
1269,248,3,2024-2
1270,248,4,2025-1
1271,248,5,2025-1
1272,249,5,2024-2
1273,249,7,2024-1
1274,249,4,2024-1
1275,249,1,2025-1
1276,249,8,2024-1
1277,249,6,2024-1
1278,250,3,2024-1
1279,250,8,2025-1
1280,250,6,2024-2
1281,250,7,2024-1
1282,250,2,2025-1
1283,251,6,2025-1
1284,251,7,2025-1
1285,251,4,2025-1
1286,251,1,2025-1
1287,252,7,2025-1
1288,252,2,2025-1
1289,252,5,2024-1
1290,252,3,2024-2
1291,253,7,2024-1
1292,253,8,2025-1
1293,253,6,2024-2
1294,253,3,2024-1
1295,253,1,2025-1
1296,254,4,2025-1
1297,254,6,2024-1
1298,254,7,2024-2
1299,254,3,2024-2
1300,254,2,2024-1
1301,255,2,2024-1
1302,255,8,2024-2
1303,255,7,2024-2
1304,255,5,2025-1
1305,255,1,2024-2
1306,255,6,2024-1
1307,256,5,2025-1
1308,256,1,2024-1
1309,256,3,2024-1
1310,256,4,2024-1
1311,257,1,2024-2
1312,257,7,2025-1
1313,257,6,2025-1
1314,257,5,2024-2
1315,257,3,2024-1
1316,258,6,2024-1
1317,258,5,2024-2
1318,258,2,2025-1
1319,258,8,2025-1
1320,258,1,2024-2
1321,258,3,2024-1
1322,259,4,2024-2
1323,259,2,2024-2
1324,259,6,2024-1
1325,259,3,2025-1
1326,259,5,2025-1
1327,260,1,2024-1
1328,260,8,2025-1
1329,260,6,2025-1
1330,260,3,2025-1
1331,260,4,2024-1
1332,261,6,2024-2
1333,261,4,2025-1
1334,261,1,2025-1
1335,261,7,2024-2
1336,262,6,2024-2
1337,262,5,2024-1
1338,262,7,2024-2
1339,262,4,2025-1
1340,263,6,2024-1
1341,263,5,2025-1
1342,263,1,2025-1
1343,263,8,2024-1
1344,264,2,2024-1
1345,264,8,2025-1
1346,264,6,2025-1
1347,264,7,2025-1
1348,264,4,2024-2
1349,264,1,2025-1
1350,265,3,2024-1
1351,265,1,2024-1
1352,265,4,2024-1
1353,265,8,2024-1
1354,266,5,2024-1
1355,266,8,2024-2
1356,266,1,2024-2
1357,266,7,2024-2
1358,267,7,2025-1
1359,267,4,2024-1
1360,267,3,2025-1
1361,267,1,2024-1
1362,267,8,2025-1
1363,268,2,2024-1
1364,268,7,2024-2
1365,268,6,2025-1
1366,268,5,2024-1
1367,268,1,2024-2
1368,268,3,2025-1
1369,269,2,2025-1
1370,269,3,2024-1
1371,269,4,2024-2
1372,269,6,2024-1
1373,269,5,2025-1
1374,270,3,2024-2
1375,270,6,2025-1
1376,270,4,2024-1
1377,270,5,2024-2
1378,271,6,2024-1
1379,271,1,2024-1
1380,271,5,2025-1
1381,271,8,2025-1
1382,271,2,2024-2
1383,271,7,2025-1
1384,272,2,2025-1
1385,272,3,2025-1
1386,272,8,2024-1
1387,272,7,2024-1
1388,272,6,2024-1
1389,272,4,2024-1
1390,273,5,2024-2
1391,273,2,2025-1
1392,273,1,2025-1
1393,273,7,2024-1
1394,273,6,2024-2
1395,273,3,2025-1
1396,274,5,2024-2
1397,274,1,2024-2
1398,274,2,2024-2
1399,274,8,2024-1
1400,275,4,2024-2
1401,275,1,2024-2
1402,275,3,2024-2
1403,275,5,2024-2
1404,275,7,2025-1
1405,275,8,2025-1
1406,276,3,2024-2
1407,276,5,2024-1
1408,276,7,2024-1
1409,276,8,2024-2
1410,276,6,2024-1
1411,277,7,2025-1
1412,277,3,2025-1
1413,277,8,2024-2
1414,277,2,2024-2
1415,278,8,2024-1
1416,278,3,2025-1
1417,278,7,2025-1
1418,278,4,2024-1
1419,278,1,2024-2
1420,279,4,2025-1
1421,279,3,2024-1
1422,279,6,2024-1
1423,279,1,2025-1
1424,280,1,2024-1
1425,280,7,2024-1
1426,280,5,2025-1
1427,280,6,2024-2
1428,280,4,2025-1
1429,280,3,2025-1
1430,281,3,2024-1
1431,281,8,2024-2
1432,281,4,2025-1
1433,281,2,2025-1
1434,281,7,2024-1
1435,282,6,2025-1
1436,282,5,2024-1
1437,282,1,2024-2
1438,282,2,2024-1
1439,282,7,2024-1
1440,283,3,2024-1
1441,283,6,2024-2
1442,283,7,2024-1
1443,283,4,2024-1
1444,283,8,2024-2
1445,283,1,2024-2
1446,284,1,2024-2
1447,284,6,2024-2
1448,284,2,2024-2
1449,284,5,2024-2
1450,285,1,2025-1
1451,285,6,2025-1
1452,285,3,2025-1
1453,285,8,2024-2
1454,286,5,2025-1
1455,286,8,2024-2
1456,286,7,2024-2
1457,286,6,2025-1
1458,286,2,2025-1
1459,286,4,2024-1
1460,287,5,2024-2
1461,287,4,2024-2
1462,287,2,2024-2
1463,287,8,2025-1
1464,287,7,2024-1
1465,287,6,2025-1
1466,288,8,2025-1
1467,288,2,2025-1
1468,288,7,2024-2
1469,288,1,2024-1
1470,289,3,2025-1
1471,289,2,2024-1
1472,289,8,2025-1
1473,289,5,2024-1
1474,290,6,2024-2
1475,290,8,2024-1
1476,290,1,2025-1
1477,290,4,2024-1
1478,290,5,2025-1
1479,291,1,2024-1
1480,291,2,2025-1
1481,291,8,2025-1
1482,291,7,2024-1
1483,291,5,2025-1
1484,292,1,2025-1
1485,292,2,2024-2
1486,292,3,2025-1
1487,292,7,2025-1
1488,293,1,2024-2
1489,293,6,2025-1
1490,293,7,2024-2
1491,293,3,2024-2
1492,293,8,2024-1
1493,293,4,2024-1
1494,294,3,2024-1
1495,294,7,2025-1
1496,294,5,2025-1
1497,294,2,2024-2
1498,294,8,2024-2
1499,295,2,2024-1
1500,295,8,2024-1
1501,295,4,2025-1
1502,295,6,2025-1
1503,295,7,2025-1
1504,295,1,2024-2
1505,296,2,2025-1
1506,296,8,2024-1
1507,296,4,2025-1
1508,296,5,2025-1
1509,297,2,2025-1
1510,297,4,2025-1
1511,297,6,2024-1
1512,297,8,2025-1
1513,298,7,2025-1
1514,298,5,2024-2
1515,298,4,2024-1
1516,298,3,2024-2
1517,298,1,2024-2
1518,298,8,2024-2
1519,299,2,2024-1
1520,299,4,2024-2
1521,299,8,2025-1
1522,299,3,2025-1
1523,299,7,2024-2
1524,299,1,2024-2
1525,300,1,2025-1
1526,300,6,2025-1
1527,300,7,2024-1
1528,300,8,2025-1
1529,301,7,2024-2
1530,301,6,2024-2
1531,301,2,2024-1
1532,301,3,2024-1
1533,302,5,2025-1
1534,302,3,2024-2
1535,302,8,2025-1
1536,302,4,2024-2
1537,302,7,2024-1
1538,303,8,2024-2
1539,303,2,2024-2
1540,303,3,2025-1
1541,303,5,2024-2
1542,303,4,2025-1
1543,304,3,2024-2
1544,304,7,2025-1
1545,304,6,2024-1
1546,304,1,2024-1
1547,304,2,2024-1
1548,305,7,2024-2
1549,305,8,2025-1
1550,305,3,2024-1
1551,305,5,2024-1
1552,305,1,2024-1
1553,305,4,2024-2
1554,306,7,2024-1
1555,306,1,2025-1
1556,306,8,2024-1
1557,306,3,2025-1
1558,306,2,2024-2
1559,306,4,2024-2
1560,307,5,2024-2
1561,307,6,2024-2
1562,307,8,2024-1
1563,307,1,2024-1
1564,307,2,2025-1
1565,307,3,2025-1
1566,308,4,2025-1
1567,308,1,2024-1
1568,308,5,2025-1
1569,308,6,2024-1
1570,308,2,2024-2
1571,309,1,2024-2
1572,309,2,2024-2
1573,309,8,2025-1
1574,309,3,2024-2
1575,310,4,2025-1
1576,310,5,2024-2
1577,310,1,2025-1
1578,310,6,2025-1
1579,310,7,2025-1
1580,311,6,2024-2
1581,311,7,2024-2
1582,311,3,2025-1
1583,311,2,2024-1
1584,311,5,2024-2
1585,312,7,2024-1
1586,312,5,2025-1
1587,312,1,2024-2
1588,312,8,2024-2
1589,313,5,2025-1
1590,313,8,2024-2
1591,313,7,2024-2
1592,313,3,2025-1
1593,314,4,2025-1
1594,314,7,2024-1
1595,314,3,2024-2
1596,314,8,2024-1
1597,314,5,2024-2
1598,315,7,2024-2
1599,315,6,2024-2
1600,315,2,2024-2
1601,315,8,2025-1
1602,316,1,2024-2
1603,316,6,2025-1
1604,316,3,2025-1
1605,316,2,2024-2
1606,316,7,2024-1
1607,316,8,2025-1
1608,317,8,2025-1
1609,317,3,2024-2
1610,317,7,2024-1
1611,317,2,2025-1
1612,318,4,2024-1
1613,318,8,2024-2
1614,318,6,2024-1
1615,318,2,2024-1
1616,318,5,2024-1
1617,318,3,2024-1
1618,319,6,2025-1
1619,319,2,2024-2
1620,319,1,2025-1
1621,319,8,2024-1
1622,319,5,2025-1
1623,319,3,2024-1
1624,320,6,2024-2
1625,320,5,2024-1
1626,320,3,2025-1
1627,320,4,2024-2
1628,320,8,2024-2
1629,321,3,2024-2
1630,321,1,2025-1
1631,321,5,2024-1
1632,321,4,2025-1
1633,322,7,2024-1
1634,322,8,2025-1
1635,322,6,2025-1
1636,322,2,2024-2
1637,322,4,2024-2
1638,323,1,2024-1
1639,323,8,2024-2
1640,323,6,2024-2
1641,323,2,2025-1
1642,323,4,2024-2
1643,323,3,2024-1
1644,324,5,2024-1
1645,324,2,2024-2
1646,324,3,2024-2
1647,324,4,2024-1
1648,324,6,2024-2
1649,324,7,2025-1
1650,325,6,2024-1
1651,325,7,2025-1
1652,325,4,2024-1
1653,325,3,2025-1
1654,325,8,2025-1
1655,326,2,2025-1
1656,326,6,2024-2
1657,326,3,2024-2
1658,326,8,2024-1
1659,327,3,2024-2
1660,327,4,2024-2
1661,327,1,2024-1
1662,327,2,2025-1
1663,328,6,2025-1
1664,328,7,2024-1
1665,328,4,2024-2
1666,328,3,2024-1
1667,328,5,2025-1
1668,328,8,2024-1
1669,329,4,2025-1
1670,329,7,2024-1
1671,329,3,2024-2
1672,329,8,2025-1
1673,330,5,2024-2
1674,330,3,2024-1
1675,330,7,2024-2
1676,330,8,2024-1
1677,330,6,2024-2
1678,331,4,2024-2
1679,331,5,2024-2
1680,331,7,2025-1
1681,331,6,2025-1
1682,331,2,2024-2
1683,331,8,2025-1
1684,332,2,2025-1
1685,332,4,2024-1
1686,332,5,2024-1
1687,332,3,2025-1
1688,332,7,2024-2
1689,333,7,2024-2
1690,333,8,2024-1
1691,333,1,2024-2
1692,333,6,2024-2
1693,333,2,2025-1
1694,334,5,2024-2
1695,334,8,2024-2
1696,334,6,2025-1
1697,334,4,2025-1
1698,334,3,2025-1
1699,335,7,2025-1
1700,335,2,2024-1
1701,335,8,2025-1
1702,335,1,2024-2
1703,335,6,2025-1
1704,336,2,2024-1
1705,336,8,2024-2
1706,336,7,2025-1
1707,336,4,2024-1
1708,336,1,2024-1
1709,336,5,2024-2
1710,337,2,2025-1
1711,337,1,2024-2
1712,337,3,2024-2
1713,337,5,2024-1
1714,337,8,2024-1
1715,337,7,2025-1
1716,338,8,2024-1
1717,338,6,2024-1
1718,338,2,2025-1
1719,338,7,2024-2
1720,338,5,2024-2
1721,339,8,2024-1
1722,339,7,2025-1
1723,339,5,2025-1
1724,339,3,2024-1
1725,339,4,2025-1
1726,340,8,2025-1
1727,340,6,2025-1
1728,340,7,2025-1
1729,340,5,2024-2
1730,340,4,2024-2
1731,340,3,2024-2
1732,341,4,2024-2
1733,341,7,2024-2
1734,341,1,2024-1
1735,341,8,2024-2
1736,341,3,2024-1
1737,341,2,2024-1
1738,342,3,2024-2
1739,342,8,2024-2
1740,342,7,2024-2
1741,342,4,2024-1
1742,342,1,2024-2
1743,342,6,2024-2
1744,343,4,2024-2
1745,343,7,2025-1
1746,343,1,2024-2
1747,343,5,2024-2
1748,343,3,2024-1
1749,343,6,2024-1
1750,344,7,2024-2
1751,344,8,2025-1
1752,344,4,2024-1
1753,344,2,2025-1
1754,344,3,2025-1
1755,344,1,2025-1
1756,345,5,2024-1
1757,345,3,2024-1
1758,345,6,2024-1
1759,345,8,2024-1
1760,345,7,2024-2
1761,345,2,2024-1
1762,346,8,2024-2
1763,346,5,2024-1
1764,346,4,2024-1
1765,346,3,2024-1
1766,346,6,2025-1
1767,346,1,2024-1
1768,347,2,2025-1
1769,347,3,2024-2
1770,347,7,2025-1
1771,347,8,2024-1
1772,348,2,2024-1
1773,348,8,2024-2
1774,348,1,2024-2
1775,348,4,2024-2
1776,349,6,2024-1
1777,349,4,2024-1
1778,349,8,2024-1
1779,349,1,2024-2
1780,349,3,2024-2
1781,350,8,2024-2
1782,350,2,2024-1
1783,350,7,2024-1
1784,350,3,2025-1
1785,351,7,2025-1
1786,351,8,2024-1
1787,351,4,2024-1
1788,351,2,2024-2
1789,352,2,2025-1
1790,352,5,2024-2
1791,352,6,2024-2
1792,352,8,2024-1
1793,352,4,2025-1
1794,352,7,2025-1
1795,353,2,2024-1
1796,353,3,2024-2
1797,353,4,2024-1
1798,353,7,2025-1
1799,354,2,2024-2
1800,354,8,2024-1
1801,354,6,2024-1
1802,354,4,2024-2
1803,355,2,2025-1
1804,355,4,2024-2
1805,355,8,2025-1
1806,355,1,2025-1
1807,355,5,2024-1
1808,355,3,2024-2
1809,356,4,2025-1
1810,356,2,2025-1
1811,356,8,2024-2
1812,356,1,2025-1
1813,357,1,2025-1
1814,357,3,2025-1
1815,357,6,2024-1
1816,357,2,2024-1
1817,358,4,2025-1
1818,358,3,2024-1
1819,358,5,2024-1
1820,358,7,2025-1
1821,358,8,2024-2
1822,359,3,2025-1
1823,359,8,2024-2
1824,359,1,2025-1
1825,359,4,2025-1
1826,359,5,2024-2
1827,360,3,2025-1
1828,360,5,2024-2
1829,360,8,2024-2
1830,360,6,2025-1
1831,361,3,2024-2
1832,361,1,2025-1
1833,361,5,2024-2
1834,361,2,2024-2
1835,361,4,2024-1
1836,361,6,2025-1
1837,362,7,2024-1
1838,362,6,2024-2
1839,362,2,2025-1
1840,362,1,2024-1
1841,362,3,2025-1
1842,362,4,2025-1
1843,363,4,2025-1
1844,363,5,2024-2
1845,363,6,2024-2
1846,363,8,2024-2
1847,363,2,2025-1
1848,364,2,2024-1
1849,364,1,2024-1
1850,364,5,2024-1
1851,364,7,2024-1
1852,364,6,2024-1
1853,365,4,2025-1
1854,365,1,2024-2
1855,365,7,2025-1
1856,365,5,2025-1
1857,365,8,2025-1
1858,366,5,2024-1
1859,366,1,2025-1
1860,366,3,2024-2
1861,366,2,2024-1
1862,366,7,2024-2
1863,366,4,2025-1
1864,367,6,2024-2
1865,367,5,2025-1
1866,367,8,2024-1
1867,367,4,2025-1
1868,368,1,2024-1
1869,368,6,2025-1
1870,368,8,2024-1
1871,368,3,2024-1
1872,368,7,2025-1
1873,369,7,2025-1
1874,369,2,2024-1
1875,369,8,2025-1
1876,369,5,2025-1
1877,370,7,2024-2
1878,370,6,2025-1
1879,370,1,2024-2
1880,370,5,2025-1
1881,371,7,2024-2
1882,371,1,2025-1
1883,371,2,2024-1
1884,371,6,2025-1
1885,371,4,2025-1
1886,371,3,2024-2
1887,372,6,2025-1
1888,372,5,2024-2
1889,372,3,2025-1
1890,372,8,2024-2
1891,372,4,2025-1
1892,373,4,2024-2
1893,373,8,2024-2
1894,373,5,2024-2
1895,373,3,2024-2
1896,374,1,2025-1
1897,374,3,2024-1
1898,374,5,2024-2
1899,374,8,2024-1
1900,375,4,2025-1
1901,375,2,2025-1
1902,375,3,2025-1
1903,375,1,2025-1
1904,375,6,2025-1
1905,376,2,2024-1
1906,376,1,2024-1
1907,376,4,2024-2
1908,376,3,2024-2
1909,377,4,2024-2
1910,377,2,2025-1
1911,377,3,2024-1
1912,377,6,2025-1
1913,377,1,2024-1
1914,377,5,2025-1
1915,378,8,2025-1
1916,378,2,2025-1
1917,378,4,2024-2
1918,378,5,2024-1
1919,378,1,2025-1
1920,379,7,2024-2
1921,379,1,2024-1
1922,379,8,2024-1
1923,379,3,2025-1
1924,379,5,2025-1
1925,379,2,2025-1
1926,380,7,2024-1
1927,380,1,2024-2
1928,380,3,2025-1
1929,380,5,2025-1
1930,381,6,2024-1
1931,381,5,2024-1
1932,381,8,2025-1
1933,381,2,2025-1
1934,382,8,2024-1
1935,382,7,2024-2
1936,382,5,2024-2
1937,382,6,2024-2
1938,382,1,2024-1
1939,383,6,2025-1
1940,383,1,2024-1
1941,383,4,2025-1
1942,383,5,2024-2
1943,384,2,2024-1
1944,384,4,2024-2
1945,384,5,2025-1
1946,384,7,2024-1
1947,384,8,2024-2
1948,385,4,2024-1
1949,385,5,2024-1
1950,385,7,2024-2
1951,385,6,2024-2
1952,385,2,2024-2
1953,386,2,2024-2
1954,386,1,2024-1
1955,386,6,2024-2
1956,386,4,2024-2
1957,386,5,2025-1
1958,386,8,2025-1
1959,387,5,2024-2
1960,387,2,2025-1
1961,387,3,2024-1
1962,387,8,2024-2
1963,388,4,2024-1
1964,388,2,2025-1
1965,388,6,2024-1
1966,388,3,2024-1
1967,389,1,2024-2
1968,389,2,2025-1
1969,389,5,2024-1
1970,389,7,2024-2
1971,389,3,2024-2
1972,389,8,2024-2
1973,390,6,2024-1
1974,390,2,2024-1
1975,390,8,2025-1
1976,390,5,2025-1
1977,391,8,2024-2
1978,391,5,2025-1
1979,391,6,2025-1
1980,391,2,2025-1
1981,391,1,2024-1
1982,392,3,2024-1
1983,392,1,2024-2
1984,392,8,2025-1
1985,392,2,2024-1
1986,392,6,2024-1
1987,393,5,2024-1
1988,393,6,2024-2
1989,393,7,2025-1
1990,393,3,2024-2
1991,393,1,2024-1
1992,394,2,2024-1
1993,394,3,2024-1
1994,394,4,2025-1
1995,394,5,2024-2
1996,394,1,2025-1
1997,395,1,2024-2
1998,395,8,2024-2
1999,395,2,2025-1
2000,395,5,2024-1
2001,395,3,2024-1
2002,395,6,2024-2
2003,396,6,2024-2
2004,396,3,2024-1
2005,396,8,2025-1
2006,396,7,2024-2
2007,396,2,2024-2
2008,396,5,2024-1
2009,397,5,2024-1
2010,397,2,2024-1
2011,397,7,2025-1
2012,397,3,2024-2
2013,397,4,2025-1
2014,397,8,2025-1
2015,398,4,2024-2
2016,398,8,2025-1
2017,398,2,2024-2
2018,398,5,2024-2
2019,398,6,2025-1
2020,398,7,2024-1
2021,399,3,2024-1
2022,399,5,2024-2
2023,399,7,2025-1
2024,399,2,2025-1
2025,400,3,2024-1
2026,400,4,2025-1
2027,400,2,2025-1
2028,400,5,2025-1
2029,400,6,2024-1
2030,400,7,2024-1
2031,401,3,2024-2
2032,401,6,2024-2
2033,401,1,2024-2
2034,401,8,2025-1
2035,401,4,2025-1
2036,402,5,2024-1
2037,402,2,2025-1
2038,402,7,2025-1
2039,402,1,2024-2
2040,402,6,2025-1
2041,402,8,2025-1
2042,403,4,2024-1
2043,403,5,2025-1
2044,403,2,2024-2
2045,403,6,2024-1
2046,403,1,2025-1
2047,403,7,2025-1
2048,404,6,2024-1
2049,404,2,2024-1
2050,404,4,2024-1
2051,404,8,2024-1
2052,404,5,2024-1
2053,405,1,2024-1
2054,405,3,2024-1
2055,405,4,2024-1
2056,405,2,2024-2
2057,405,5,2025-1
2058,406,6,2024-2
2059,406,7,2024-1
2060,406,4,2025-1
2061,406,2,2025-1
2062,406,8,2024-2
2063,407,6,2024-1
2064,407,4,2024-2
2065,407,5,2024-2
2066,407,8,2024-1
2067,407,1,2024-1
2068,407,3,2025-1
2069,408,7,2025-1
2070,408,6,2024-1
2071,408,1,2024-1
2072,408,5,2024-2
2073,408,4,2024-2
2074,408,3,2024-2
2075,409,5,2025-1
2076,409,4,2024-1
2077,409,2,2025-1
2078,409,7,2025-1
2079,409,3,2024-1
2080,410,8,2024-1
2081,410,1,2025-1
2082,410,6,2025-1
2083,410,5,2025-1
2084,410,7,2024-1
2085,411,7,2024-2
2086,411,3,2025-1
2087,411,4,2025-1
2088,411,1,2024-1
2089,411,2,2024-2
2090,412,5,2025-1
2091,412,3,2025-1
2092,412,6,2024-1
2093,412,2,2024-1
2094,413,8,2025-1
2095,413,6,2025-1
2096,413,3,2024-2
2097,413,1,2025-1
2098,414,3,2024-2
2099,414,4,2025-1
2100,414,5,2025-1
2101,414,7,2024-1
2102,414,1,2024-1
2103,414,6,2024-1
2104,415,1,2025-1
2105,415,4,2024-2
2106,415,3,2024-2
2107,415,6,2025-1
2108,416,2,2025-1
2109,416,8,2024-2
2110,416,7,2024-1
2111,416,1,2024-2
2112,417,8,2024-1
2113,417,5,2024-1
2114,417,1,2025-1
2115,417,7,2025-1
2116,417,4,2024-2
2117,418,7,2024-1
2118,418,4,2025-1
2119,418,1,2024-2
2120,418,5,2025-1
2121,418,6,2025-1
2122,419,4,2024-2
2123,419,1,2024-1
2124,419,2,2024-1
2125,419,6,2024-1
2126,419,7,2025-1
2127,419,3,2025-1
2128,420,5,2024-1
2129,420,3,2024-1
2130,420,1,2025-1
2131,420,6,2024-2
2132,420,8,2025-1
2133,420,2,2025-1
2134,421,3,2024-1
2135,421,4,2024-2
2136,421,6,2024-2
2137,421,5,2024-2
2138,421,8,2024-2
2139,421,1,2024-1
2140,422,2,2025-1
2141,422,3,2024-2
2142,422,4,2024-2
2143,422,8,2025-1
2144,422,1,2024-2
2145,423,4,2025-1
2146,423,6,2025-1
2147,423,2,2025-1
2148,423,5,2025-1
2149,423,1,2024-1
2150,423,8,2024-2
2151,424,5,2025-1
2152,424,4,2025-1
2153,424,8,2024-2
2154,424,3,2024-1
2155,424,6,2025-1
2156,424,7,2025-1
2157,425,8,2025-1
2158,425,4,2024-2
2159,425,2,2024-1
2160,425,5,2024-1
2161,425,6,2024-1
2162,426,8,2025-1
2163,426,6,2024-2
2164,426,1,2024-2
2165,426,2,2024-1
2166,427,6,2025-1
2167,427,5,2024-1
2168,427,8,2025-1
2169,427,2,2024-2
2170,427,1,2024-2
2171,428,5,2024-2
2172,428,3,2024-1
2173,428,8,2024-1
2174,428,6,2025-1
2175,429,6,2024-1
2176,429,4,2024-1
2177,429,8,2024-2
2178,429,5,2024-2
2179,429,1,2025-1
2180,430,8,2024-1
2181,430,7,2025-1
2182,430,1,2024-2
2183,430,2,2025-1
2184,430,4,2024-2
2185,431,7,2025-1
2186,431,6,2025-1
2187,431,1,2025-1
2188,431,5,2024-2
2189,431,3,2025-1
2190,432,1,2024-1
2191,432,2,2024-2
2192,432,5,2024-1
2193,432,3,2024-2
2194,432,6,2024-2
2195,432,8,2025-1
2196,433,3,2024-1
2197,433,5,2024-2
2198,433,7,2025-1
2199,433,4,2024-2
2200,433,2,2025-1
2201,433,8,2024-1
2202,434,7,2024-2
2203,434,1,2024-2
2204,434,4,2024-1
2205,434,2,2025-1
2206,434,3,2024-2
2207,435,2,2024-1
2208,435,3,2024-2
2209,435,1,2025-1
2210,435,8,2024-1
2211,436,3,2024-2
2212,436,2,2024-1
2213,436,8,2024-1
2214,436,4,2025-1
2215,436,6,2025-1
2216,437,4,2024-2
2217,437,6,2025-1
2218,437,1,2025-1
2219,437,8,2024-1
2220,438,5,2024-1
2221,438,1,2024-2
2222,438,6,2024-2
2223,438,8,2024-1
2224,439,5,2025-1
2225,439,1,2024-1
2226,439,8,2024-2
2227,439,3,2024-1
2228,440,5,2024-2
2229,440,3,2025-1
2230,440,8,2024-1
2231,440,7,2024-2
2232,441,3,2025-1
2233,441,8,2025-1
2234,441,1,2025-1
2235,441,6,2024-1
2236,442,6,2024-1
2237,442,5,2025-1
2238,442,3,2024-2
2239,442,8,2025-1
2240,443,3,2024-2
2241,443,1,2025-1
2242,443,8,2024-2
2243,443,5,2024-1
2244,444,1,2024-1
2245,444,4,2024-2
2246,444,6,2024-1
2247,444,8,2024-1
2248,445,7,2025-1
2249,445,2,2024-2
2250,445,6,2024-2
2251,445,5,2024-2
2252,445,4,2024-1
2253,446,2,2025-1
2254,446,7,2024-2
2255,446,4,2024-1
2256,446,5,2024-2
2257,446,8,2024-2
2258,446,1,2025-1
2259,447,8,2024-2
2260,447,4,2024-2
2261,447,2,2024-2
2262,447,6,2024-1
2263,447,5,2025-1
2264,447,3,2025-1
2265,448,6,2024-2
2266,448,4,2024-1
2267,448,7,2024-2
2268,448,1,2024-2
2269,448,5,2024-2
2270,449,5,2025-1
2271,449,7,2024-1
2272,449,3,2025-1
2273,449,8,2024-1
2274,450,2,2025-1
2275,450,3,2024-2
2276,450,5,2024-2
2277,450,1,2025-1
2278,450,7,2024-2
2279,451,4,2024-2
2280,451,5,2024-1
2281,451,2,2024-2
2282,451,8,2024-1
2283,452,7,2025-1
2284,452,8,2024-1
2285,452,4,2024-1
2286,452,5,2025-1
2287,452,3,2025-1
2288,452,6,2024-1
2289,453,8,2025-1
2290,453,1,2024-1
2291,453,5,2024-2
2292,453,6,2024-1
2293,453,4,2024-2
2294,453,2,2024-2
2295,454,2,2024-2
2296,454,6,2024-2
2297,454,5,2025-1
2298,454,4,2025-1
2299,455,2,2025-1
2300,455,8,2024-1
2301,455,7,2024-1
2302,455,5,2025-1
2303,456,8,2025-1
2304,456,5,2025-1
2305,456,3,2024-2
2306,456,4,2024-1
2307,457,6,2024-2
2308,457,3,2025-1
2309,457,5,2024-2
2310,457,7,2024-1
2311,458,1,2024-1
2312,458,5,2024-2
2313,458,7,2025-1
2314,458,4,2024-1
2315,458,2,2024-1
2316,458,6,2025-1
2317,459,6,2025-1
2318,459,1,2025-1
2319,459,3,2024-2
2320,459,7,2025-1
2321,459,2,2024-2
2322,459,4,2025-1
2323,460,7,2025-1
2324,460,4,2024-1
2325,460,8,2024-2
2326,460,5,2024-1
2327,460,2,2024-1
2328,461,7,2025-1
2329,461,8,2024-1
2330,461,3,2024-1
2331,461,4,2024-1
2332,461,2,2024-1
2333,461,5,2025-1
2334,462,3,2024-1
2335,462,6,2024-1
2336,462,4,2024-1
2337,462,7,2025-1
2338,463,8,2025-1
2339,463,7,2024-1
2340,463,6,2024-2
2341,463,5,2025-1
2342,463,4,2024-2
2343,464,8,2025-1
2344,464,4,2024-1
2345,464,3,2025-1
2346,464,2,2024-2
2347,464,5,2025-1
2348,464,7,2024-1
2349,465,5,2024-1
2350,465,4,2025-1
2351,465,8,2024-2
2352,465,6,2025-1
2353,465,3,2024-2
2354,465,1,2024-1
2355,466,8,2025-1
2356,466,6,2024-1
2357,466,1,2025-1
2358,466,2,2025-1
2359,466,3,2024-1
2360,466,5,2024-1
2361,467,2,2025-1
2362,467,6,2024-1
2363,467,7,2024-2
2364,467,5,2025-1
2365,467,3,2024-1
2366,468,8,2024-2
2367,468,5,2024-2
2368,468,4,2024-2
2369,468,7,2024-2
2370,468,3,2024-1
2371,469,5,2024-1
2372,469,6,2025-1
2373,469,8,2024-2
2374,469,3,2025-1
2375,470,1,2024-1
2376,470,6,2024-2
2377,470,3,2024-2
2378,470,5,2024-1
2379,471,2,2024-1
2380,471,7,2025-1
2381,471,3,2024-2
2382,471,6,2024-2
2383,472,1,2025-1
2384,472,6,2025-1
2385,472,8,2024-1
2386,472,5,2025-1
2387,472,2,2024-2
2388,473,3,2024-1
2389,473,8,2025-1
2390,473,6,2024-1
2391,473,2,2024-2
2392,473,4,2024-1
2393,474,3,2024-2
2394,474,7,2024-1
2395,474,4,2025-1
2396,474,6,2024-2
2397,475,3,2024-2
2398,475,2,2024-1
2399,475,5,2024-1
2400,475,8,2024-1
2401,475,1,2024-2
2402,475,6,2024-2
2403,476,5,2024-2
2404,476,4,2025-1
2405,476,6,2025-1
2406,476,8,2024-2
2407,476,2,2024-2
2408,477,3,2024-2
2409,477,5,2024-2
2410,477,4,2025-1
2411,477,1,2024-2
2412,477,8,2025-1
